Model,Features,Constraints,UVL2Logic Time (s),Variables,Clauses,fastOrder Time (s),Logic2BDD Time (s),BDD Nodes,Configurations,Info
systems_software-malta_mips64_5kc-Knüppel2017,1245,865,1.4585e-06,1245,2093,0.6998,Timeout,,,
security-CVE-VarelaVaca2020-2013-0763,536,581,2.7791e-06,536,644,0.3113,0.5057,4106,2424,
security-CVE-VarelaVaca2020-2015-0822,463,644,1.5832e-06,463,666,0.302,1.0029,2227,2140,
security-CVE-VarelaVaca2020-2014-1544,478,578,1.8328e-06,478,602,0.302,0.8369,2128,2180,
systems_software-ubuntu-Mendonca2009-14.10,263,72,1.7621e-06,263,254,0.0508,0.0268,6744,1.16e26,
security-CVE-VarelaVaca2020-2014-1589,395,568,1.2405e-06,395,588,0.2676,0.748,1538,1936,
systems_software-BusyBox-Pett2021-2008-02-24_23-32-36,551,585,1.6317e-06,551,1136,0.0565,0.2937,164221,3.66e127,
security-CVE-VarelaVaca2020-2017-18547,157,1,1.4305e-06,157,15,6.4573,6.8372,299,576,
security-CVE-VarelaVaca2020-2018-20981,229,213,1.8533e-06,229,229,26.8541,27.2822,549,856,
security-CVE-VarelaVaca2020-2018-0586,206,1,1.5609e-06,206,15,18.7181,18.3549,397,772,
security-CVE-VarelaVaca2020-2018-13389,279,265,1.7807e-06,279,279,58.6066,60.1369,677,1064,
systems_software-stm3210e_eval-Knüppel2017,1283,873,5.7798e-06,1283,2136,0.6729,Timeout,,,
security-CVE-VarelaVaca2020-2011-2374,257,217,1.4808e-06,257,235,0.1006,0.2025,831,1032,
systems_software-uClibc-Pett2023-2015-02-20_15-41-13,248,1437,1.8254e-06,248,1685,0.0949,0.1346,12129,2.14e29,
systems_software-soletta-Pett2023-2015-10-05_16-26-18,280,886,1.8179e-06,280,1166,0.0521,0.0742,12633,1.11e33,
security-CVE-VarelaVaca2020-2019-8070,130,106,1.5683e-06,130,135,0.0437,0.0361,375,608,
security-CVE-VarelaVaca2020-2015-4512,322,797,1.7714e-06,322,817,75.2237,75.9182,1269,5404,
systems_software-BusyBox-Pett2021-2009-11-01_23-05-09,603,658,2.0564e-06,603,1261,0.0586,0.6612,4293,5.59e135,
security-CVE-VarelaVaca2020-2013-0773,508,580,1.6615e-06,508,620,0.3117,0.615,3695,2444,
security-CVE-VarelaVaca2020-2016-5833,388,366,1.2480e-06,388,380,181.6005,166.805,1353,2188,
systems_software-ToyBox-Berger2013,545,1020,2.1048e-06,545,1565,0.0403,0.0708,2230,6.10e37,
security-CVE-VarelaVaca2020-2012-1967,165,87,1.9073e-06,165,111,0.049,0.0648,646,716,
security-CVE-VarelaVaca2020-2009-1835,149,122,1.6019e-06,149,140,0.0549,0.0907,520,544,
security-CVE-VarelaVaca2020-2009-2463,137,94,1.9148e-06,137,110,0.0521,0.0888,369,496,
security-CVE-VarelaVaca2020-2019-9912,129,1,1.5628e-06,129,15,3.4234,3.4764,243,464,
security-CVE-VarelaVaca2020-2010-3771,192,164,1.5497e-06,192,182,0.0724,0.1407,665,712,
security-CVE-VarelaVaca2020-2016-5275,354,893,2.4699e-06,354,911,107.7602,117.1894,1408,5804,
security-CVE-VarelaVaca2020-2017-7760,487,1502,2.5369e-06,487,1528,0.5411,2.335,2942,10960,
security-CVE-VarelaVaca2020-2014-5204,203,177,2.0750e-06,203,195,0.1479,0.2924,753,1268,
security-CVE-VarelaVaca2020-2013-1686,384,514,1.6261e-06,384,538,0.2486,0.5553,2335,1760,
security-CVE-VarelaVaca2020-2014-1529,592,678,2.2352e-06,592,741,0.4862,0.8944,3080,2832,
systems_software-BusyBox-Pett2021-2008-10-24_22-43-27,561,581,2.0452e-06,561,1142,0.0557,0.0918,19889,1.20e128,
systems_software-soletta-Pett2023-2016-01-25_16-16-52,335,1105,1.7826e-06,335,1440,0.0562,0.1285,27979,1.17e39,
security-CVE-VarelaVaca2020-2012-4217,480,544,1.7174e-06,480,594,0.2197,0.4543,3024,2216,
systems_software-uClibc-Pett2023-2011-03-03_18-22-47,251,1751,1.5683e-06,251,2002,0.0929,0.1586,6277,8.84e26,
security-CVE-VarelaVaca2020-2020-6801,471,1238,1.7583e-06,471,1256,288.9126,315.5627,2153,8984,
systems_software-uClibc-Pett2023-2012-06-15_14-00-44,246,1314,2.3823e-06,246,1560,0.075,0.1491,25848,6.10e28,
security-CVE-VarelaVaca2020-2012-0442,392,309,1.4715e-06,392,353,0.1661,0.2617,2094,1604,
security-CVE-VarelaVaca2020-2010-1196,142,95,1.5907e-06,142,115,0.0387,0.0568,455,540,
security-CVE-VarelaVaca2020-2012-0462,140,77,1.7490e-06,140,101,0.0365,0.0577,493,560,
security-CVE-VarelaVaca2020-2017-18499,127,1,1.2498e-06,127,15,3.2226,3.4239,239,456,
security-CVE-VarelaVaca2020-2017-9064,443,416,1.8589e-06,443,434,0.5434,2.9791,1787,2468,
systems_software-BusyBox-Pett2021-2007-11-23_23-28-55,480,510,1.7714e-06,480,990,0.0511,0.1162,49320,2.13e110,
security-CVE-VarelaVaca2020-2012-6634,110,88,2.0619e-06,110,102,1.4106,1.4978,443,772,
security-CVE-VarelaVaca2020-2016-5251,350,881,1.5441e-06,350,899,103.7476,102.7179,1390,5788,
systems_software-BusyBox-Pett2021-2008-02-15_15-17-23,503,533,1.7006e-06,503,1036,0.0513,0.2473,125520,5.72e114,
security-CVE-VarelaVaca2020-2016-7169,411,389,1.5758e-06,411,403,202.0355,227.044,1261,2312,
systems_software-asb-Berger2013,1232,3081,1.7881e-06,1232,4313,0.59,Timeout,,,
systems_software-edb7xxx-Knüppel2017,1259,900,2.6301e-06,1259,2142,0.7383,Timeout,,,
security-CVE-VarelaVaca2020-2012-1976,482,524,1.4734e-06,482,587,0.2358,0.4074,4003,2084,
systems_software-BusyBox-Pett2021-2009-11-08_18-03-09,604,660,1.5814e-06,604,1264,0.0671,0.2191,170511,7.41e135,
security-CVE-VarelaVaca2020-2014-1488,407,530,1.3262e-06,407,577,0.2725,0.6006,2371,1844,
security-CVE-VarelaVaca2020-2016-1969,372,832,2.1290e-06,372,855,0.2917,1.2532,1865,5856,
security-CVE-VarelaVaca2020-2016-10926,150,1,1.3616e-06,150,15,5.7283,5.8437,285,548,
systems_software-vads-Berger2013,1241,3235,1.4734e-06,1241,4476,0.7342,Timeout,,,
security-CVE-VarelaVaca2020-2015-9313,108,1,1.5274e-06,108,15,1.8735,1.9902,201,380,
security-CVE-VarelaVaca2020-2012-3978,447,525,1.8813e-06,447,553,0.2424,0.4587,2282,2096,
security-CVE-VarelaVaca2020-2010-1585,293,252,1.4510e-06,293,274,0.1054,0.193,987,1160,
systems_software-h8s_sim-Berger2013,1184,3003,2.0899e-06,1184,4187,0.493,Timeout,,,
security-CVE-VarelaVaca2020-2013-0792,299,437,2.8834e-06,299,457,0.1685,0.4193,1269,1440,
security-CVE-VarelaVaca2020-2011-1712,203,175,1.5181e-06,203,193,0.0789,0.1531,648,756,
security-CVE-VarelaVaca2020-2019-17515,275,1,1.5423e-06,275,15,56.1894,56.7262,535,1048,
systems_software-BusyBox-Pett2021-2008-09-22_21-34-24,549,569,1.7546e-06,549,1118,0.0547,0.1128,56289,4.56e125,
systems_software-at91sam7xek-Knüppel2017,1332,928,1.4231e-06,1332,2243,0.8008,Timeout,,,
security-CVE-VarelaVaca2020-2012-0463,352,293,2.1197e-06,352,319,0.1519,0.268,1696,1544,
systems_software-uClibc-Pett2023-2013-05-19_01-09-07,240,1332,1.9372e-06,240,1572,0.0814,0.1312,9356,1.36e29,
security-CVE-VarelaVaca2020-2020-11029,546,517,1.3094e-06,546,535,0.8471,5.8716,2223,3044,
systems_software-BusyBox-Pett2021-2007-08-13_14-10-24,464,491,2.0135e-06,464,955,0.0539,0.1365,73053,1.27e107,
security-CVE-VarelaVaca2020-2019-16220,521,497,1.7527e-06,521,511,488.1232,442.6316,1619,2960,
security-CVE-VarelaVaca2020-2019-6112,108,1,1.2703e-06,108,15,1.8393,1.8747,201,380,
security-CVE-VarelaVaca2020-2019-14801,286,271,2.1700e-06,286,287,61.3868,62.1394,690,1080,
security-CVE-VarelaVaca2020-2012-2375,1101,1995,2.1774e-06,1101,2011,4520.937,4741.6027,5400,9900,
security-CVE-VarelaVaca2020-2013-1715,243,581,1.8533e-06,243,601,24.5102,24.6785,936,3212,
security-CVE-VarelaVaca2020-2016-1957,551,1004,1.6950e-06,551,1040,0.4795,1.5839,3741,6844,
systems_software-uClibc-Pett2023-2016-11-04_00-03-07,238,1234,2.0824e-06,238,1472,0.0799,0.1896,98387,3.11e28,
security-CVE-VarelaVaca2020-2016-5254,363,883,1.6447e-06,363,907,0.3096,1.3065,2143,5816,
security-CVE-VarelaVaca2020-2010-3177,186,158,1.2405e-06,186,176,0.0673,0.1272,644,688,
security-CVE-VarelaVaca2020-2016-5266,350,881,1.6745e-06,350,899,103.946,104.3435,1243,5788,
security-CVE-VarelaVaca2020-2007-3073,119,106,2.0713e-06,119,127,0.3591,0.3448,253,9744,
security-CVE-VarelaVaca2020-2012-6707,457,435,1.6652e-06,457,449,289.6022,289.5026,1584,2568,
systems_software-BusyBox-Pett2021-2007-06-10_17-11-59,448,473,1.7397e-06,448,921,0.0499,0.0896,32904,1.39e103,
security-CVE-VarelaVaca2020-2008-5512,103,65,1.4454e-06,103,96,0.0288,0.0351,467,296,
security-CVE-VarelaVaca2020-2013-1713,460,569,1.3988e-06,460,597,0.2629,0.5824,2985,2368,
security-CVE-VarelaVaca2020-2010-0178,166,138,7.1451e-06,166,156,0.0559,0.0998,567,608,
security-CVE-VarelaVaca2020-2013-0801,378,508,2.0508e-06,378,532,0.2205,0.529,2304,1732,
security-CVE-VarelaVaca2020-2015-9297,143,122,1.6559e-06,143,138,4.105,4.2338,453,520,
systems_software-soletta-Pett2023-2016-03-30_14-31-18,384,1284,1.7919e-06,384,1668,0.0603,0.1019,27110,1.99e40,
systems_software-soletta-Pett2023-2015-07-02_11-02-35,104,183,1.4380e-06,104,287,0.0209,0.0317,249,2.00e18,
security-CVE-VarelaVaca2020-2013-1669,235,393,1.6950e-06,235,409,22.805,23.1617,701,912,
systems_software-BusyBox-Pett2021-2007-06-13_07-34-15,450,475,1.3523e-06,450,925,0.0483,0.1293,54366,3.94e103,
systems_software-uClibc-Pett2023-2016-11-27_16-35-32,238,1234,1.8682e-06,238,1472,0.0809,0.1455,18639,1.69e28,
systems_software-aki3068net-Knüppel2017,1220,851,2.1439e-06,1220,2054,0.6915,Timeout,,,
security-CVE-VarelaVaca2020-2016-9263,457,435,2.5742e-06,457,449,288.6548,292.1382,1376,2568,
security-CVE-VarelaVaca2020-2015-4508,318,550,1.9297e-06,318,566,79.242,76.1117,1173,1280,
security-CVE-VarelaVaca2020-2011-0073,204,174,1.8980e-06,204,193,0.0788,0.1589,648,1504,
systems_software-soletta-Pett2023-2015-10-05_18-01-56,283,894,1.7174e-06,283,1177,0.0496,0.0638,23146,4.46e33,
security-CVE-VarelaVaca2020-2018-19370,182,162,1.7881e-06,182,178,9.8663,9.9486,518,712,
automotive-automotive2-Knüppel2017-2_4,18616,1369,1.5125e-06,18616,6382,Timeout,,,,
systems_software-BusyBox-Pett2021-2008-02-18_21-08-49,537,570,1.7956e-06,537,1107,0.0552,1.3464,3727,2.70e124,
security-CVE-VarelaVaca2020-2015-7220,339,809,1.4212e-06,339,836,0.3366,1.0238,2056,5708,
systems_software-soletta-Pett2023-2015-12-10_16-11-17,320,1048,1.9893e-06,320,1368,0.0504,0.0454,10345,3.30e37,
security-CVE-VarelaVaca2020-2020-28032,546,522,2.0843e-06,546,536,512.8703,515.0761,1680,3060,
security-CVE-VarelaVaca2020-2017-9062,443,416,1.9353e-06,443,434,0.5416,3.237,1957,2468,
systems_software-uClibc-Pett2023-2012-06-15_14-00-36,246,1312,2.0023e-06,246,1558,0.0719,0.129,11590,9.78e28,
security-CVE-VarelaVaca2020-2013-1674,378,508,1.8310e-06,378,532,0.2194,0.5232,2087,1732,
security-CVE-VarelaVaca2020-2019-8943,498,473,1.8235e-06,498,488,376.9358,376.2851,1755,5688,
security-CVE-VarelaVaca2020-2012-5829,514,550,1.6838e-06,514,614,0.2829,0.459,3973,2296,
systems_software-uClibc-Pett2023-2010-09-17_13-06-58,252,1749,1.6075e-06,252,2001,0.0941,0.1683,7615,2.87e27,
security-CVE-VarelaVaca2020-2010-0648,115,99,1.4361e-06,115,113,2.0264,2.161,272,412,
systems_software-BusyBox-Pett2021-2008-02-27_09-39-04,546,582,1.9465e-06,546,1128,0.0542,0.1654,72839,2.84e126,
systems_software-vads-Knüppel2017,1253,865,1.6745e-06,1253,2101,0.7407,Timeout,,,
security-CVE-VarelaVaca2020-2013-0764,527,587,3.3416e-06,527,639,0.3109,0.5478,3978,2464,
security-CVE-VarelaVaca2020-2020-6008,245,1,1.5311e-06,245,15,36.6768,36.8209,475,928,
security-CVE-VarelaVaca2020-2011-2982,255,180,1.9595e-06,255,200,0.0864,0.1699,945,952,
security-CVE-VarelaVaca2020-2013-0783,528,585,1.9576e-06,528,636,0.3225,0.5438,4252,2480,
security-CVE-VarelaVaca2020-2014-1592,600,716,2.0079e-06,600,742,0.4585,1.1187,3333,3036,
security-CVE-VarelaVaca2020-2010-5074,309,264,2.3246e-06,309,286,0.116,0.2318,1517,1220,
systems_software-soletta-Pett2023-2016-05-09_16-15-26,410,1616,2.0806e-06,410,2026,0.1087,4.9984,20273,1.68e43,
systems_software-BusyBox-Pett2021-2010-01-06_09-19-04,611,670,1.5255e-06,611,1281,0.0602,0.8339,21150,2.36e137,
security-CVE-VarelaVaca2020-2015-2728,333,520,2.1458e-06,333,549,0.2638,0.9304,1351,1284,
security-CVE-VarelaVaca2020-2015-7192,325,806,1.2480e-06,325,826,77.3234,77.8638,1270,5416,
security-CVE-VarelaVaca2020-2011-2992,168,127,1.9018e-06,168,149,0.0582,0.0831,552,660,
security-CVE-VarelaVaca2020-2016-1938,427,824,1.7527e-06,427,850,0.3602,1.3968,1934,6064,
systems_software-BusyBox-Pett2021-2008-04-05_02-44-30,535,562,1.6410e-06,535,1097,0.0544,0.0868,13747,1.25e124,
security-CVE-VarelaVaca2020-2013-1711,311,452,1.8720e-06,311,472,0.1655,0.4595,1124,1524,
security-CVE-VarelaVaca2020-2019-18834,160,1,1.5721e-06,160,15,7.0438,7.2841,305,588,
systems_software-mbx-Knüppel2017,1308,889,1.4585e-06,1308,2180,0.7565,Timeout,,,
systems_software-soletta-Pett2023-2016-03-07_18-19-52,356,1181,3.2932e-06,356,1537,0.0571,0.1138,61394,9.97e39,
security-CVE-VarelaVaca2020-2012-3961,482,524,1.6559e-06,482,587,0.2629,0.398,4006,2084,
security-CVE-VarelaVaca2020-2009-3985,170,137,1.8403e-06,170,155,0.0618,0.1072,551,628,
systems_software-cq7750-Knüppel2017,1281,864,1.9018e-06,1281,2126,0.6163,Timeout,,,
security-CVE-VarelaVaca2020-2015-4478,336,550,2.5611e-06,336,577,0.2456,0.9489,1450,1304,
systems_software-BusyBox-Pett2021-2008-02-16_23-28-42,504,537,1.8161e-06,504,1041,0.0512,0.2306,115152,8.50e114,
security-CVE-VarelaVaca2020-2013-0775,528,585,1.5944e-06,528,636,0.3225,0.5543,4248,2480,
security-CVE-VarelaVaca2020-2015-0833,482,997,1.8403e-06,482,1033,0.5101,1.0457,3336,10664,
security-CVE-VarelaVaca2020-2015-4062,103,1,1.9446e-06,103,16,1.5068,1.6159,192,356,
security-CVE-VarelaVaca2020-2012-1941,162,87,1.7416e-06,162,111,0.0479,0.0635,713,692,
security-CVE-VarelaVaca2020-2018-20151,489,461,1.6633e-06,489,479,0.6778,4.0756,1969,2788,
security-CVE-VarelaVaca2020-2015-0824,304,497,1.7099e-06,304,522,0.2223,0.7267,1041,1184,
security-CVE-VarelaVaca2020-2014-8810,198,1,1.6280e-06,198,16,15.5645,16.063,382,736,
security-CVE-VarelaVaca2020-2011-0077,206,137,1.6540e-06,206,157,0.0643,0.0739,626,816,
systems_software-uClibc-Pett2023-2016-06-07_04-14-23,231,1170,1.5125e-06,231,1401,0.0736,0.1912,8207,5.12e27,
security-CVE-VarelaVaca2020-2009-0773,180,147,1.8366e-06,180,169,0.0582,0.0782,699,664,
systems_software-skmb91302-Berger2013,1218,3052,1.8589e-06,1218,4270,0.5832,Timeout,,,
security-CVE-VarelaVaca2020-2012-4203,206,341,2.6077e-06,206,357,13.3497,13.4242,755,788,
security-CVE-VarelaVaca2020-2016-4827,115,1,1.2126e-06,115,15,2.4162,2.4436,215,408,
security-CVE-VarelaVaca2020-2014-1580,276,466,2.0731e-06,276,482,44.9179,44.8283,833,1112,
security-CVE-VarelaVaca2020-2016-5252,363,883,1.9688e-06,363,907,0.3128,1.3256,1889,5816,
security-CVE-VarelaVaca2020-2015-2731,499,678,1.5814e-06,499,704,0.4338,1.1493,3125,2288,
systems_software-BusyBox-Pett2021-2007-06-12_08-12-33,448,473,1.6056e-06,448,921,0.0519,0.1748,156263,1.25e103,
security-CVE-VarelaVaca2020-2013-0781,504,579,1.7863e-06,504,616,0.2843,0.5608,3057,2440,
systems_software-uClibc-Pett2023-2009-11-19_17-57-37,245,1737,1.9893e-06,245,1982,0.0938,0.1876,18513,5.28e25,
security-CVE-VarelaVaca2020-2015-9172,114,52,2.0694e-06,114,116,0.0581,0.0646,289,104,
security-CVE-VarelaVaca2020-2008-0416,151,118,1.6931e-06,151,140,0.047,0.0387,569,544,
security-CVE-VarelaVaca2020-2015-7182,441,563,1.6689e-06,441,594,0.3323,1.1113,1499,1712,
security-CVE-VarelaVaca2020-2015-0801,508,651,1.8813e-06,508,673,0.3265,1.048,2090,2320,
security-CVE-VarelaVaca2020-2015-2713,491,661,1.5367e-06,491,694,0.3897,1.0507,2436,2208,
security-CVE-VarelaVaca2020-2013-5602,475,578,1.9763e-06,475,606,0.3337,0.6668,2266,2332,
security-CVE-VarelaVaca2020-2014-1575,276,466,1.5348e-06,276,482,43.9511,44.4932,838,1112,
security-CVE-VarelaVaca2020-2017-8295,438,415,1.4100e-06,438,430,248.3216,248.1943,1337,2460,
security-CVE-VarelaVaca2020-2011-2362,306,264,1.8217e-06,306,286,0.1136,0.2146,1131,1212,
security-CVE-VarelaVaca2020-2015-9315,104,1,1.7099e-06,104,15,1.6965,1.6438,193,364,
security-CVE-VarelaVaca2020-2020-15663,539,1301,1.4864e-06,539,1325,0.7094,4.1856,3292,9232,
security-CVE-VarelaVaca2020-2019-14328,156,1,1.3448e-06,156,16,6.3486,6.5469,298,568,
security-CVE-VarelaVaca2020-2008-4107,170,134,1.9837e-06,170,148,5.3243,5.2871,678,1192,
security-CVE-VarelaVaca2020-2009-0357,128,101,1.4529e-06,128,119,0.0453,0.067,512,460,
systems_software-uClibc-Pett2023-2013-03-14_22-45-15,253,1475,1.7378e-06,253,1728,0.082,0.2073,60253,1.72e29,
security-CVE-VarelaVaca2020-2008-0415,151,118,1.4417e-06,151,140,0.0482,0.0599,544,544,
systems_software-soletta-Pett2023-2015-09-17_11-23-35,272,847,1.4566e-06,272,1119,0.0497,0.0986,19887,9.21e31,
security-CVE-VarelaVaca2020-2014-8637,403,583,1.8924e-06,403,603,0.2532,0.8578,1476,1968,
security-CVE-VarelaVaca2020-2008-4058,180,138,1.7248e-06,180,169,0.0581,0.0696,865,624,
security-CVE-VarelaVaca2020-2019-19982,136,1,1.4585e-06,136,15,4.163,4.326,257,492,
security-CVE-VarelaVaca2020-2009-3981,166,133,1.9968e-06,166,151,0.0583,0.0795,518,612,
security-CVE-VarelaVaca2020-2007-5337,102,145,2.2370e-06,102,168,0.0399,0.0538,325,324,
security-CVE-VarelaVaca2020-2019-13635,110,1,1.9055e-06,110,15,2.091,2.1478,205,388,
security-CVE-VarelaVaca2020-2019-17670,522,498,2.3879e-06,522,512,476.9492,453.025,1617,2964,
security-CVE-VarelaVaca2020-2016-2837,363,883,1.5069e-06,363,907,0.3122,1.2914,2203,5816,
security-CVE-VarelaVaca2020-2016-5284,361,894,2.3786e-06,361,914,0.3193,1.3338,1803,5824,
security-CVE-VarelaVaca2020-2019-20361,140,1,1.4789e-06,140,16,4.4689,4.5966,266,504,
systems_software-soletta-Pett2023-2015-10-05_17-35-00,282,893,2.2072e-06,282,1175,0.0515,0.0621,6940,2.23e33,
systems_software-Fiasco-Pett2023-2018-02-09_09-07-50,225,1141,1.9427e-06,225,1366,0.0771,0.5126,8304,7.21e7,
security-CVE-VarelaVaca2020-2012-3980,356,455,1.8626e-06,356,479,0.203,0.4022,1749,1580,
security-CVE-VarelaVaca2020-2017-6818,435,413,1.8422e-06,435,427,243.2954,246.6822,1321,2444,
security-CVE-VarelaVaca2020-2009-1306,114,93,1.6503e-06,114,107,0.0488,0.0836,319,412,
security-CVE-VarelaVaca2020-2013-1693,384,514,1.8328e-06,384,538,0.2345,0.6087,2106,1760,
security-CVE-VarelaVaca2020-2012-0475,145,83,1.6969e-06,145,103,0.0454,0.0585,506,628,
security-CVE-VarelaVaca2020-2015-8834,301,279,1.9036e-06,301,293,69.0758,69.226,916,1752,
systems_software-h8300h_sim-Berger2013,1183,3001,1.6950e-06,1183,4184,0.5264,Timeout,,,
systems_software-BusyBox-Pett2021-2007-10-29_19-33-26,475,511,4.9658e-06,475,986,0.0618,0.0826,22674,1.26e109,
systems_software-dreamcast-Berger2013,1253,3168,1.2908e-06,1253,4421,0.6157,Timeout,,,
security-CVE-VarelaVaca2020-2019-9787,508,484,1.9670e-06,508,498,412.2591,400.1931,1576,2908,
security-CVE-VarelaVaca2020-2012-1956,429,523,1.5907e-06,429,547,0.2069,0.4179,1881,2040,
systems_software-Fiasco-Pett2023-2018-02-19_10-18-21,232,1216,1.5628e-06,232,1448,0.0819,0.4195,10966,1.78e8,
systems_software-iq80321-Knüppel2017,1269,898,1.8962e-06,1269,2150,0.5492,Timeout,,,
systems_software-uClibc-Pett2023-2012-06-15_14-00-31,246,1318,2.3786e-06,246,1564,0.0713,0.0951,7724,6.52e28,
systems_software-BusyBox-Pett2021-2009-02-04_23-43-44,574,615,1.8626e-06,574,1189,0.0589,0.1523,130059,1.03e130,
security-CVE-VarelaVaca2020-2016-5271,354,893,2.1756e-06,354,911,108.3245,107.7801,1406,5804,
security-CVE-VarelaVaca2020-2019-17675,522,498,1.6298e-06,522,512,472.2643,489.9549,1622,2964,
systems_software-BusyBox-Pett2021-2007-12-25_01-08-58,487,521,2.7120e-06,487,1008,0.0523,0.1168,48075,1.59e111,
deep_learning-cnn-architecture-Ghamizi2019-light,3296,76,1.7695e-06,3296,1638,7.3767,0.8843,57545,1.29e185,
security-CVE-VarelaVaca2020-2017-14718,456,434,2.1327e-06,456,448,315.7657,288.3949,1371,2564,
security-CVE-VarelaVaca2020-2011-3663,120,73,1.7527e-06,120,93,0.0406,0.0546,377,468,
systems_software-mcb2100-Berger2013,1250,3824,1.9930e-06,1250,5074,0.7293,Timeout,,,
security-CVE-VarelaVaca2020-2012-3984,443,524,3.2913e-06,443,565,0.2016,0.3875,2416,2064,
security-CVE-VarelaVaca2020-2018-14009,109,1,1.5702e-06,109,14,1.9668,2.0239,205,388,
security-CVE-VarelaVaca2020-2008-0016,115,91,2.1607e-06,115,110,0.0425,0.0606,439,396,
security-CVE-VarelaVaca2020-2020-20627,118,103,1.4976e-06,118,119,2.4103,2.4553,271,408,
systems_software-aaed2000-Knüppel2017,1298,904,1.4175e-06,1298,2180,0.6497,Timeout,,,
systems_software-BusyBox-Pett2021-2008-09-27_14-01-22,555,575,1.9092e-06,555,1130,0.051,0.1097,44142,6.09e126,
security-CVE-VarelaVaca2020-2008-2799,164,131,2.0955e-06,164,153,0.0509,0.0675,613,596,
security-CVE-VarelaVaca2020-2018-18505,840,1484,1.7807e-06,840,1532,1.1163,4.2536,6805,10812,
security-CVE-VarelaVaca2020-2011-0069,221,171,2.2016e-06,221,193,0.0665,0.1047,759,868,
security-CVE-VarelaVaca2020-2009-1833,232,194,1.6522e-06,232,216,0.0811,0.121,1052,876,
security-CVE-VarelaVaca2020-2016-2818,444,900,1.4268e-06,444,974,0.4729,1.397,3215,5936,
systems_software-soletta-Pett2023-2015-11-04_13-35-55,298,964,1.9148e-06,298,1262,0.0521,0.084,29082,7.64e34,
security-CVE-VarelaVaca2020-2009-2535,220,186,1.3709e-06,220,209,0.0717,0.1047,813,816,
systems_software-pc_rltk8139-Berger2013,1258,3179,2.3637e-06,1258,4437,0.5451,Timeout,,,
security-CVE-VarelaVaca2020-2019-10864,171,1,1.6671e-06,171,15,9.0389,8.8808,327,632,
security-CVE-VarelaVaca2020-2016-1526,222,172,1.8291e-06,222,198,0.1225,0.2519,974,1112,
security-CVE-VarelaVaca2020-2015-7217,343,1075,1.7490e-06,343,1106,0.3408,1.0724,2170,10352,
systems_software-BusyBox-Pett2021-2009-12-05_17-56-25,608,667,1.9446e-06,608,1275,0.0598,1.3321,5290,3.94e136,
systems_software-BusyBox-Pett2021-2009-12-07_01-37-34,608,667,1.4994e-06,608,1275,0.0608,1.0163,88070,3.94e136,
security-CVE-VarelaVaca2020-2012-0937,111,88,1.7118e-06,111,103,1.4175,1.5302,436,772,
security-CVE-VarelaVaca2020-2012-0467,157,85,1.7844e-06,157,109,0.0464,0.0396,571,660,
security-CVE-VarelaVaca2020-2011-2605,257,217,1.4678e-06,257,235,0.1108,0.2003,888,1032,
security-CVE-VarelaVaca2020-2012-4209,509,549,1.7229e-06,509,610,0.2913,0.4835,3957,2288,
security-CVE-VarelaVaca2020-2015-7215,339,809,1.6689e-06,339,836,0.3014,1.0258,1671,5708,
systems_software-hs7729pci-Knüppel2017,1312,886,1.7751e-06,1312,2175,0.5231,Timeout,,,
navigation-routefinding-Mendonca2009,103,2,2.1998e-06,103,75,0.0135,0.0268,121,1.78e12,
